sku	product_id	query_normalized	observed_search_users	observed_orders	observed_gmv	observed_slice_count	searches_desc_present	searches_asc_present	gmv_desc_present	gmv_asc_present	relevance_strength	coverage_gap_strength	ownership_clarity	data_confidence	metric_conflict
1720124782	1217110817	на зеркало в машину	96.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	на четки подвеска	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720124782	1217110817	оберег в машинк	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720124782	1217110817	оберег в машину	1153.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	оберег для стрелец опал	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720124782	1217110817	оберег защитный в машину на зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720124782	1217110817	подвеска бетмен в машину силткон	0.0	0.0	0.0	2	NO	YES	NO	YES	2	2	1	MEDIUM	NO
1720124782	1217110817	подвеска в автомобиль	111.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	подвеска в машину	3171.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	подвеска в машину демон они на четках	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	подвеска в машину мужская оберег	1.0	0.0	608.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720124782	1217110817	подвеска в машину на зеркало	914.0	0.0	0.0	2	YES	YES	NO	NO	2	2	1	MEDIUM	YES
1720124782	1217110817	подвеска на зеркало в машину	1168.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	подвеска стрелец	129.0	0.0	0.0	1	YES	NO	NO	NO	5	0	2	LOW	NO
1720124782	1217110817	стрелец	690.0	0.0	0.0	1	YES	NO	NO	NO	4	0	1	LOW	NO
1720124782	1217110817	талисман в иашину стрелец	1.0	0.0	563.0	1	NO	NO	YES	NO	5	1	2	LOW	NO
1720124782	1217110817	четки в машину	2612.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720124782	1217110817	четки в машину на зеркало	355.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	bimbo twins	4.0	0.0	0.0	1	NO	NO	YES	NO	0	2	0	LOW	NO
1720131759	1217117569	авто кресло для близнецов	0.0	0.0	0.0	1	NO	YES	NO	NO	1	1	0	LOW	NO
1720131759	1217117569	аксессуары в машину на зеркало подвеска	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	амулет близнецы в машин	0.0	0.0	0.0	1	NO	YES	NO	NO	5	1	2	LOW	NO
1720131759	1217117569	амулет близнецы в машину подвеска	2.0	0.0	0.0	1	NO	NO	NO	YES	5	0	2	LOW	NO
1720131759	1217117569	амулеты обереги и талисманы	160.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	аятол корси на машину на салон зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	бабой яга в машину подвеска	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	близнецы	539.0	0.0	0.0	1	YES	NO	NO	NO	4	0	1	LOW	NO
1720131759	1217117569	близнецы драконы	1.0	0.0	0.0	1	NO	NO	NO	YES	4	1	2	LOW	NO
1720131759	1217117569	близнецы подарок в машину	0.0	0.0	0.0	1	NO	YES	NO	NO	5	0	1	LOW	NO
1720131759	1217117569	брелок в машину на зеркало оберег сузуки на камне	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	брелок в машину на зеркало пушистики	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	брелок на зеркало в машину фемида	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	брелок оберег талисман	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	брелоки знак зодиака близнецы	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720131759	1217117569	в машину на зеркало	135.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	весы знак зодиака	171.0	0.0	0.0	1	YES	NO	NO	NO	0	0	1	LOW	NO
1720131759	1217117569	вонючка в машину оберег от дпс	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	все для близнецов	2.0	0.0	0.0	1	NO	NO	YES	NO	1	1	0	LOW	NO
1720131759	1217117569	деревянные обереги	3.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	зеркала на машину ниссан wingroas боковые	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	зеркало	7498.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	зеркало деревянное для творчества	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	знак близнецы м	0.0	0.0	0.0	1	NO	YES	NO	NO	4	0	2	LOW	NO
1720131759	1217117569	знак зодиака близнецы сувенир	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720131759	1217117569	знак со стразами учебная машина	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	из дерева в машину подвеска	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	камень для близнецов	3.0	0.0	0.0	1	NO	NO	YES	NO	1	1	0	LOW	NO
1720131759	1217117569	кружка для близнеца	1.0	0.0	0.0	1	NO	NO	YES	NO	1	1	0	LOW	NO
1720131759	1217117569	кулон близнец	0.0	0.0	0.0	1	NO	YES	NO	NO	1	1	0	LOW	NO
1720131759	1217117569	лада оберег	4.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	ловец снов в машину	17.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	мужчине на день рождения	0.0	0.0	0.0	1	NO	YES	NO	NO	0	2	0	LOW	NO
1720131759	1217117569	мусульманский оберег на веревочке	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	на зеркало авто подвеска	12.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	набор	10271.0	0.0	0.0	1	YES	NO	NO	NO	0	2	0	LOW	NO
1720131759	1217117569	оберег	370.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	оберег в машину	157.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	оберег для машины	11.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	обереги и талисманы	126.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	омулет оберегающий в машину	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	подвеска близнецы	186.0	0.0	0.0	1	YES	NO	NO	NO	5	0	1	LOW	NO
1720131759	1217117569	подвеска в ладу на зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска в машину	3171.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска в машину лучше пешком	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска в машину на зеркало весы	0.0	0.0	0.0	1	NO	YES	NO	NO	0	0	2	LOW	NO
1720131759	1217117569	подвеска в машину на зеркало знак зодиака	0.0	0.0	0.0	1	NO	YES	NO	NO	3	2	1	LOW	NO
1720131759	1217117569	подвеска в машину на зеркало ма ка крик	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска в машину на зеркало оскал тигра	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска на зеркало автомобиля акула	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска на зеркало в машину	1261.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска на зеркало щущеная голоаа	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720131759	1217117569	подвеска россия на зеркало в машину	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720131759	1217117569	свеча для знака близнецы	1.0	0.0	0.0	1	NO	NO	NO	YES	4	1	2	LOW	NO
1720131759	1217117569	талисман в машину иконка близнецов	1.0	0.0	0.0	1	NO	NO	NO	YES	1	1	0	LOW	NO
1720131759	1217117569	талисман маска для знака зодиака близнецы	0.0	0.0	0.0	1	NO	YES	NO	NO	5	1	2	LOW	NO
1720131759	1217117569	талисманы и обереги	305.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	четки в автомобиль	178.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720131759	1217117569	четки в машину	137.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	forza кимоно подвеска в машину	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	no pasaran подвеска в машину	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	автобильные весы	0.0	0.0	0.0	1	NO	YES	NO	NO	5	1	2	LOW	NO
1720137256	1217124642	автомобильное подвеска оберег	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	автомобильные весы	23.0	0.0	0.0	1	NO	NO	YES	NO	5	0	2	LOW	NO
1720137256	1217124642	адамас золото знак зодиака	0.0	0.0	0.0	1	NO	YES	NO	NO	3	2	1	LOW	NO
1720137256	1217124642	аксессуары в машину подвесаа зеркал барабан	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	амулет в автомобиль на зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	амулет в машину славянский на зеркало	1.0	0.0	0.0	1	NO	NO	YES	NO	0	0	0	LOW	NO
1720137256	1217124642	амулет весы	12.0	0.0	674.0	1	NO	NO	YES	NO	5	0	2	LOW	NO
1720137256	1217124642	амулет на машину на зеркало мужской	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	амулеты обереги и талисманы	461.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	амулеты обереги подвеска	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	аодвеска зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	балерина в машину подвеска коутящаяся	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	блюдо весы знак зодиака	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720137256	1217124642	брелок в машину славянский	1.0	0.0	0.0	1	NO	NO	YES	NO	0	0	0	LOW	NO
1720137256	1217124642	брелок на автомобиль на зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	брелок славянский оберег	16.0	0.0	0.0	1	NO	NO	YES	NO	0	0	1	LOW	NO
1720137256	1217124642	брилки с знаком зодиака весы	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720137256	1217124642	брошка знак зодиака весы	1.0	0.0	0.0	1	NO	NO	YES	NO	5	1	2	LOW	NO
1720137256	1217124642	бусы в машину на зеркало лада спорт	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	бусы оберег	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	в автомобиль на зеркало подвеска	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	в машину амулет	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	в машину на зеркало	183.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	в машину на зеркало подвеска четки	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	в машину на удачу очень на счастье	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	в машину подвеска	187.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	в машину подвеска на руль автомобиля	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	весы	14148.0	0.0	0.0	1	YES	NO	NO	NO	4	0	1	LOW	NO
1720137256	1217124642	весы знак зодиака	250.0	0.0	0.0	1	YES	NO	NO	NO	5	0	1	LOW	NO
1720137256	1217124642	виктор знак зодиака весы	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720137256	1217124642	висюлька в машину на зеркало лысый кот	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	горький перец брелок в машину на зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	джон таварес в машину на зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	для автомобиля подвеска	2.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	для машины в салон на зеркало подвескп	0.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	домовенок в тележке оберег	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	дорожный знак в авто	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	зеркало	14996.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	зеркальная защита амулет	11.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720137256	1217124642	знак туфелька блестящая на машину	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	камень талисман в машину	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	кулончик весы	1.0	0.0	0.0	1	NO	NO	NO	YES	4	1	2	LOW	NO
1720137256	1217124642	оберег	1064.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	оберег в машину	210.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	подвеска в машину	7092.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	подвеска в машину на зеркало	6256.0	0.0	0.0	2	YES	YES	NO	NO	2	2	1	MEDIUM	YES
1720137256	1217124642	подвеска весы	233.0	0.0	0.0	1	YES	NO	NO	NO	5	0	1	LOW	NO
1720137256	1217124642	подвеска на зеркало в машину	1288.0	0.0	633.0	2	YES	NO	YES	NO	2	2	1	MEDIUM	NO
1720137256	1217124642	подвеска на зеркало девушка аниме	1.0	0.0	578.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	подвеска оберег в машину на зеркало	2.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720137256	1217124642	четки в автомобиль	395.0	0.0	0.0	2	YES	NO	NO	YES	2	2	1	MEDIUM	NO
1720137256	1217124642	четки в машину	2492.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720137256	1217124642	четки в машину на зеркало	311.0	0.0	0.0	2	YES	NO	NO	YES	2	2	1	MEDIUM	NO
1720141903	1217129635	sex seven подвеска в машину	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	автомобиль кулон на зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	авторучка шариковая знаки зодиака	1.0	0.0	0.0	1	NO	NO	NO	YES	3	2	1	LOW	NO
1720141903	1217129635	адамас золото знак зодиака	0.0	0.0	0.0	1	NO	YES	NO	NO	3	2	1	LOW	NO
1720141903	1217129635	аксессуары в машину подвесаа зеркал барабан	0.0	0.0	0.0	2	NO	YES	NO	YES	2	2	1	MEDIUM	NO
1720141903	1217129635	амулет бусина	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	амулеты обереги для водолея на руку	2.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	амулеты обереги и талисманы	391.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	бподвеска в машину	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	браслет на руку водолея	1.0	0.0	0.0	1	NO	NO	YES	NO	0	2	0	LOW	NO
1720141903	1217129635	браслет оберег для водолея	11.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	браслет' обеоег для водолея	1.0	0.0	0.0	1	NO	NO	YES	NO	0	2	0	LOW	NO
1720141903	1217129635	брелок в машину оберег	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	брелок водолей телефон	0.0	0.0	0.0	1	NO	YES	NO	NO	4	1	2	LOW	NO
1720141903	1217129635	бусина знак зодиака	3.0	0.0	0.0	1	NO	NO	YES	NO	3	2	1	LOW	NO
1720141903	1217129635	бусина знаки	0.0	0.0	0.0	1	NO	YES	NO	NO	0	2	0	LOW	NO
1720141903	1217129635	бусина талисман	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	бусы в машину на зеркало лада спорт	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	бусы оберег	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	в машину на зеркало	112.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	в машину подвеска	238.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	висюлька на зеркало в машину белая пушистая	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	водоклей	1.0	0.0	0.0	1	NO	NO	YES	NO	0	2	0	LOW	NO
1720141903	1217129635	водолей	855.0	0.0	0.0	1	YES	NO	NO	NO	4	0	1	LOW	NO
1720141903	1217129635	водолей кулон женский	1.0	0.0	0.0	1	NO	NO	YES	NO	4	1	2	LOW	NO
1720141903	1217129635	водолей на распрыскиватель заачасти	0.0	0.0	0.0	2	NO	YES	NO	YES	4	1	2	MEDIUM	NO
1720141903	1217129635	водолей одежда мужская	1.0	0.0	0.0	1	NO	NO	YES	NO	4	1	2	LOW	NO
1720141903	1217129635	водолей подвеска с камнем	1.0	0.0	0.0	1	NO	NO	YES	NO	5	1	2	LOW	NO
1720141903	1217129635	год оф ва на зеркало в машину	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	дерево граб подвеска на зеркало в машину	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	деревянный оберег	9.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	для гаданий зеркало	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720141903	1217129635	зеркало мелонг	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720141903	1217129635	зеркальные знаки	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	знак зодика деревянный	1.0	0.0	0.0	1	NO	NO	NO	YES	0	2	0	LOW	NO
1720141903	1217129635	знаки зодиака	111.0	0.0	0.0	1	YES	NO	NO	NO	3	2	1	LOW	NO
1720141903	1217129635	кулон зеркало оберег	164.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	кулоны знаки зодиака набор	1.0	0.0	0.0	1	NO	NO	NO	YES	3	2	1	LOW	NO
1720141903	1217129635	методическая подвеска рекстон на зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	молд водолей	2.0	0.0	0.0	1	NO	NO	YES	NO	4	1	2	LOW	NO
1720141903	1217129635	мусульманский оберег	118.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	на зеркало подвеска	19.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720141903	1217129635	оберег в машину	258.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	обереготсглаза	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	подвеска в автомобиль	79.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720141903	1217129635	подвеска в машину	7092.0	0.0	756.0	2	YES	NO	YES	NO	2	2	1	MEDIUM	NO
1720141903	1217129635	подвеска в машину коза	2.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720141903	1217129635	подвеска в машину на зеркало	1560.0	0.0	0.0	2	YES	YES	NO	NO	2	2	1	MEDIUM	YES
1720141903	1217129635	подвеска водолей	93.0	0.0	0.0	1	YES	NO	NO	NO	5	0	1	LOW	NO
1720141903	1217129635	подвеска на зеркало автомобиля	97.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	подвеска на зеркало в машину	1288.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	талисман - подвеска на зеркало в машину. знак зодиака	1.0	0.0	832.0	1	NO	NO	YES	NO	3	2	1	LOW	NO
1720141903	1217129635	четки в автомобиль	395.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720141903	1217129635	четки в автомобиль водооей	0.0	0.0	799.0	2	NO	YES	YES	NO	2	2	1	MEDIUM	NO
1720141903	1217129635	четки в машину	284.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	аварийный знак в машину на липучке вбогажник	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	автомобиля на зеркало украшение	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	аксессуары в машину подвесаа зеркал барабан	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	амулет подвеска талисман	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720144370	1217132021	амулеты обереги и талисманы	260.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	аодвеска зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	боковые зеркала на машину спасио 1999	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720144370	1217132021	брелок дева	38.0	0.0	0.0	1	NO	NO	NO	YES	4	1	2	LOW	NO
1720144370	1217132021	брелок для машины на зеркало спарашутом	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720144370	1217132021	брелок знаки зодиака	13.0	0.0	0.0	1	NO	NO	NO	YES	3	2	1	LOW	NO
1720144370	1217132021	брелок подвеска дева	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720144370	1217132021	бусины талисманы	2.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720144370	1217132021	в машину подвеска	123.0	0.0	0.0	1	YES	NO	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	висюлька на зеркало в машину белая пушистая	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	дев	7.0	0.0	0.0	1	NO	NO	YES	NO	0	0	0	LOW	NO
1720144370	1217132021	дева	2094.0	0.0	0.0	1	YES	NO	NO	NO	4	0	1	LOW	NO
1720144370	1217132021	дева зеркальце	0.0	0.0	0.0	1	NO	YES	NO	NO	5	1	2	LOW	NO
1720144370	1217132021	дева знак зодиака	316.0	0.0	0.0	1	YES	NO	NO	NO	5	0	1	LOW	NO
1720144370	1217132021	дева знак зодиака для девочки в машину	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720144370	1217132021	дева знак зодиака огненная серия	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720144370	1217132021	дева знак золиака свитшот	0.0	0.0	0.0	1	NO	YES	NO	NO	4	1	2	LOW	NO
1720144370	1217132021	дева талисман	13.0	0.0	0.0	1	NO	NO	NO	YES	5	0	2	LOW	NO
1720144370	1217132021	дева четки в машину	1.0	0.0	613.0	1	NO	NO	YES	NO	5	0	2	LOW	NO
1720144370	1217132021	демон на машину подвеска на стекло маленькие	0.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	джон таварес в машину на зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	для автомобиля подвеска на зеркало	2.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	для знака зодиака дева	0.0	0.0	0.0	1	NO	YES	NO	NO	5	1	2	LOW	NO
1720144370	1217132021	доллар деревянный в машину подвеска на зеркало	1.0	0.0	0.0	1	NO	NO	NO	YES	2	2	1	LOW	NO
1720144370	1217132021	дорожный знак в авто	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	зеркало для деву	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	знак зодиака дева	366.0	0.0	0.0	1	YES	NO	NO	NO	5	0	1	LOW	NO
1720144370	1217132021	знак зодиака дева подвеска на шею	1.0	0.0	0.0	1	NO	NO	NO	YES	5	1	2	LOW	NO
1720144370	1217132021	знак зодиака постер дева	1.0	0.0	0.0	1	NO	NO	YES	NO	5	1	2	LOW	NO
1720144370	1217132021	кулон дева в машину	0.0	0.0	0.0	1	NO	YES	NO	NO	5	1	1	LOW	NO
1720144370	1217132021	кулон зеркало оберег	54.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	ладанка оберег в машину на зеркало	2.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	маленький оберев машину	0.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
1720144370	1217132021	методическая подвеска рекстон на зеркало	0.0	0.0	0.0	1	NO	YES	NO	NO	2	2	1	LOW	NO
1720144370	1217132021	мусульманский оберег в машину на клею	1.0	0.0	0.0	1	NO	NO	YES	NO	2	2	1	LOW	NO
